Query Term,Normalized Query Term,Tweet ID
bitСh,bitch,240086158724452353
bitСh,bitch,240085386414657536
bitСh,bitch,240084903558004736
bitСh,bitch,240084134251356161
bitСh,bitch,240083607761350656
bitСh,bitch,240082714659811328
bitСh,bitch,240082091927302144
bitСh,bitch,240081544906149888
bitСh,bitch,240081498458435584
bitСh,bitch,240081189099151361
bitСh,bitch,240080028430368768
bitСh,bitch,240079990463528960
bitСh,bitch,240079012397973504
bitСh,bitch,240078853689733123
bitСh,bitch,240078808236056576
bitСh,bitch,240078140251185152
bitСh,bitch,240078074530652160
bitСh,bitch,240077995451219970
bitСh,bitch,240077946864427009
bitСh,bitch,240077723278639105
bitСh,bitch,240076716456947712
bitСh,bitch,240076704935198721
bitСh,bitch,240076698257862659
bitСh,bitch,240075156385562625
bitСh,bitch,240074964982722560
bitСh,bitch,240074865984565248
bitСh,bitch,240072606651383808
bitСh,bitch,240072400765591552
bitСh,bitch,240072326895509506
bitСh,bitch,240072307605925888
bitСh,bitch,240071612093849601
bitСh,bitch,240071512105811968
bitСh,bitch,240071109603631104
bitСh,bitch,240070755159797760
bitСh,bitch,240070254607335424
bitСh,bitch,240069986507440128
bitСh,bitch,240069828361203714
bitСh,bitch,240069061193658368
bitСh,bitch,240068222219591680
bitСh,bitch,240067804794060800
bitСh,bitch,240067382205353985
bitСh,bitch,240066738669117440
bitСh,bitch,240066332501090305
bitСh,bitch,240065165423435776
bitСh,bitch,240064864142389248
bitСh,bitch,240064160971493376
bitСh,bitch,240063999679553536
bitСh,bitch,240063835447365635
bitСh,bitch,240063787712004096
bitСh,bitch,240063546245918721
bitСh,bitch,240063297028751360
bitСh,bitch,240063067541602304
bitСh,bitch,240062794681176064
bitСh,bitch,240062609351647232
bitСh,bitch,240061952578183168
bitСh,bitch,240061871179304960
bitСh,bitch,240061842687406081
bitСh,bitch,240061838644109312
bitСh,bitch,240061760403554304
bitСh,bitch,240061663460618240
bitСh,bitch,240061213600522241
bitСh,bitch,240061032226254848
bitСh,bitch,240060994775289857
bitСh,bitch,240060002553982977
bitСh,bitch,240059938460823552
bitСh,bitch,240058425835388928
bitСh,bitch,240058195907862528
bitСh,bitch,240057734928683008
bitСh,bitch,240057544410812416
bitСh,bitch,240057189312651265
bitСh,bitch,240056791902322690
bitСh,bitch,240056749162373120
bitСh,bitch,240056301978279936
bitСh,bitch,240056288195776513
bitСh,bitch,240056282420236288
bitСh,bitch,240056035900026880
bitСh,bitch,240055366925295617
bitСh,bitch,240054636143341569
bitСh,bitch,240054464097165312
bitСh,bitch,240054252301586432
bitСh,bitch,240054006309855232
bitСh,bitch,240053967869071361
bitСh,bitch,240053924386701312
bitСh,bitch,240053809123033088
bitСh,bitch,240053564792258560
bitСh,bitch,240053322881581056
bitСh,bitch,240052651901976577
bitСh,bitch,240052407999021057
bitСh,bitch,240052299509161984
bitСh,bitch,240052164330913792
bitСh,bitch,240051307463974912
bitСh,bitch,240051121987665920
bitСh,bitch,240050448655056896
bitСh,bitch,240049615427231744
bitСh,bitch,240049445897633792
bitСh,bitch,240049445079773185
bitСh,bitch,240049003956416512
bitСh,bitch,240048419610181633
bitСh,bitch,240047844365565952
bitСh,bitch,240047832206278656
bitСh,bitch,240047668976549888
bitСh,bitch,240047597325283328
bitСh,bitch,240047571060551681
bitСh,bitch,240046912823259136
bitСh,bitch,240046840551178241
bitСh,bitch,240046259963039744
bitСh,bitch,240046163280142336
bitСh,bitch,240046108070526978
bitСh,bitch,240045957453074432
bitСh,bitch,240045854415798272
bitСh,bitch,240045420376649729
bitСh,bitch,240045246669529088
bitСh,bitch,240045054222295040
bitСh,bitch,240044391450939392
bitСh,bitch,240044109065228290
bitСh,bitch,240044045727059968
bitСh,bitch,240043316224335872
bitСh,bitch,240043117905080320
bitСh,bitch,240043035575058433
bitСh,bitch,240042836412751872
bitСh,bitch,240042177907011584
bitСh,bitch,240041786020614144
bitСh,bitch,240041337154596864
bitСh,bitch,240041296260112385
bitСh,bitch,240041226391404546
bitСh,bitch,240040323647156224
bitСh,bitch,240040125185261568
bitСh,bitch,240040124795199489
bitСh,bitch,240039833081376768
bitСh,bitch,240039435394220032
bitСh,bitch,240038931066920960
bitСh,bitch,240038705497243648
bitСh,bitch,240037972056084480
bitСh,bitch,240037818204827650
bitСh,bitch,240036997656358913
bitСh,bitch,240036867314159616
bitСh,bitch,240036863883243520
bitСh,bitch,240036661944274945
bitСh,bitch,240036657833836544
bitСh,bitch,240036243189137408
bitСh,bitch,240035358966964224
bitСh,bitch,240034421204471808
bitСh,bitch,240034384017780736
bitСh,bitch,240034186289889280
bitСh,bitch,240033986934611968
bitСh,bitch,240033539901501440
bitСh,bitch,240031969696702466
bitСh,bitch,240031724313145344
bitСh,bitch,240031653316161536
bitСh,bitch,240028618405847040
bitСh,bitch,240028495567282176
bitСh,bitch,240027351734431744
bitСh,bitch,240027194833899521
bitСh,bitch,240027094778802176
bitСh,bitch,240026862502436864
bitСh,bitch,240026656687935488
bitСh,bitch,240025815851626496
bitСh,bitch,240024962885365760
bitСh,bitch,240023688701956097
bitСh,bitch,240023616459251712
bitСh,bitch,240023272698302464
bitСh,bitch,240023059086573568
bitСh,bitch,240022969605320706
bitСh,bitch,240022083294355456
bitСh,bitch,240019739341094912
bitСh,bitch,240019479503962112
bitСh,bitch,240019236129472512
bitСh,bitch,240018384014675969
bitСh,bitch,240018357733183488
bitСh,bitch,240018106326593536
bitСh,bitch,240018098223206400
bitСh,bitch,240017041250189312
bitСh,bitch,240016671593615360
bitСh,bitch,240016469222649856
bitСh,bitch,240015771806351360
bitСh,bitch,240015730584719361
bitСh,bitch,240015636149968896
bitСh,bitch,240015219827548160
bitСh,bitch,240014917791539200
bitСh,bitch,240014647414124544
bitСh,bitch,240014366144090112
bitСh,bitch,240014318593257473
bitСh,bitch,240014299794374656
bitСh,bitch,240014129526616064
bitСh,bitch,240013670934007808
bitСh,bitch,240012544473985024
bitСh,bitch,240012351770882048
bitСh,bitch,240011193056632832
bitСh,bitch,240011076190732289
bitСh,bitch,240010910398312448
bitСh,bitch,240010838063341568
bitСh,bitch,240010690218315776
bitСh,bitch,240010611067596801
bitСh,bitch,240010508663668736
bitСh,bitch,240009551976472576
bitСh,bitch,240009436150779904
bitСh,bitch,240008916346486785
bitСh,bitch,240008697806458880
bitСh,bitch,240008566247915520
bitСh,bitch,240008277977612289
bitСh,bitch,240008178639724544
bitСh,bitch,240008064663707648
bitСh,bitch,240007681136553984
bitСh,bitch,240007498722066432
bitСh,bitch,240007222694916096
bitСh,bitch,240006930398081024
bitСh,bitch,240006684423094272
bitСh,bitch,240006673140420608
bitСh,bitch,240006274610257920
bitСh,bitch,240006166804066304
bitСh,bitch,240005669531553792
bitСh,bitch,240005549121478656
bitСh,bitch,240005345928441856
bitСh,bitch,240004908944850944
bitСh,bitch,240004317740937216
bitСh,bitch,240003991319244800
bitСh,bitch,240003825409327104
bitСh,bitch,240003570764750849
bitСh,bitch,240003299842084864
bitСh,bitch,240002539347664896
bitСh,bitch,240002035787915264
bitСh,bitch,240001985141673984
bitСh,bitch,240001724352454656
bitСh,bitch,240001704295284736
bitСh,bitch,240001244591190016
bitСh,bitch,240001071735508992
bitСh,bitch,240000850540511232
bitСh,bitch,240000541764227072
bitСh,bitch,239999892674719744
bitСh,bitch,239998197307695104
bitСh,bitch,239997614853087232
bitСh,bitch,239996593808474112
bitСh,bitch,239994942926254080
bitСh,bitch,239950127459078144
bitСh,bitch,239949738059915265
bitСh,bitch,239949642605948928
bitСh,bitch,239949614332137474
bitСh,bitch,239949458429853696
bitСh,bitch,239949438645309440
bitСh,bitch,239949183086362626
bitСh,bitch,239948848557072384
bitСh,bitch,239948674032091136
bitСh,bitch,239948667317006336
bitСh,bitch,239948181587238912
bitСh,bitch,239948170803687424
bitСh,bitch,239947914703667200
bitСh,bitch,239947662760230912
bitСh,bitch,239947575954927617
bitСh,bitch,239947515636621312
bitСh,bitch,239947258278318081
bitСh,bitch,239947165651308544
bitСh,bitch,239946477449912321
bitСh,bitch,239946319060414466
bitСh,bitch,239945934295945217
bitСh,bitch,239945644301770752
bitСh,bitch,239945497882808320
bitСh,bitch,239945478043738113
bitСh,bitch,239945325631115264
bitСh,bitch,239945239475920896
bitСh,bitch,239944871660630016
bitСh,bitch,239944551706554369
bitСh,bitch,239944507741839361
bitСh,bitch,239944429581000704
bitСh,bitch,239943166374076416
bitСh,bitch,239942942511489024
bitСh,bitch,239942652617949184
bitСh,bitch,239942421071425537
bitСh,bitch,239942219556085760
bitСh,bitch,239942111477252096
bitСh,bitch,239942031911317505
bitСh,bitch,239942014651736064
bitСh,bitch,239941997115371521
bitСh,bitch,239941938642579456
bitСh,bitch,239941866446020608
bitСh,bitch,239941848506961920
bitСh,bitch,239941684648103936
bitСh,bitch,239941537960689665
bitСh,bitch,239941431899353088
bitСh,bitch,239941424446046208
bitСh,bitch,239941201648820225
bitСh,bitch,239941155247235072
bitСh,bitch,239941111756513280
bitСh,bitch,239940914645192704
bitСh,bitch,239940396283752449
bitСh,bitch,239940257376792576
bitСh,bitch,239940145820864512
bitСh,bitch,239940111075262465
bitСh,bitch,239940072517033984
bitСh,bitch,239940067169296384
bitСh,bitch,239939594462851072
bitСh,bitch,239939360462618624
bitСh,bitch,239939339432374272
bitСh,bitch,239939250118860801
bitСh,bitch,239939150525112320
bitСh,bitch,239939005544816640
bitСh,bitch,239938429817876480
bitСh,bitch,239938315380486144
bitСh,bitch,239938051600683008
bitСh,bitch,239937534065537024
bitСh,bitch,239936796295839744
bitСh,bitch,239936571296604162
bitСh,bitch,239936504464568320
bitСh,bitch,239936478384357377
bitСh,bitch,239936431907299328
bitСh,bitch,239936250969194496
bitСh,bitch,239936163492814848
bitСh,bitch,239936039530156034
bitСh,bitch,239935979224457216
bitСh,bitch,239935891144052736
bitСh,bitch,239935182784827392
bitСh,bitch,239935137738002432
bitСh,bitch,239934203817500672
bitСh,bitch,239934002734182401
bitСh,bitch,239933972820422656
bitСh,bitch,239933830721585152
bitСh,bitch,239933458787495937
bitСh,bitch,239933390441304065
bitСh,bitch,239933333381996545
bitСh,bitch,239933095552352256
bitСh,bitch,239933044792913921
bitСh,bitch,239932478708666368
bitСh,bitch,239932079389937665
bitСh,bitch,239931483886858241
bitСh,bitch,239931399862362115
bitСh,bitch,239931386797101056
bitСh,bitch,239931292890849280
bitСh,bitch,239931277132845056
bitСh,bitch,239931222342651904
bitСh,bitch,239931164436082688
bitСh,bitch,239931085042118656
bitСh,bitch,239930996462604288
bitСh,bitch,239930931467657216
bitСh,bitch,239930678765031425
bitСh,bitch,239930523068280832
bitСh,bitch,239930505578029056
bitСh,bitch,239930024780787712
bitСh,bitch,239929988370006017
bitСh,bitch,239929758530551808
bitСh,bitch,239929677500792832
bitСh,bitch,239929669368020992
bitСh,bitch,239929625868910594
bitСh,bitch,239929607464292352
bitСh,bitch,239929428367527937
bitСh,bitch,239929129078779904
bitСh,bitch,239929012800061440
bitСh,bitch,239928949239590912
bitСh,bitch,239928750840631296
bitСh,bitch,239928592434360320
bitСh,bitch,239928364272611328
bitСh,bitch,239928324619649025
bitСh,bitch,239927746837504000
bitСh,bitch,239927586812203009
bitСh,bitch,239927355563462656
bitСh,bitch,239927268758147072
bitСh,bitch,239927179729846273
bitСh,bitch,239927120317513728
bitСh,bitch,239927080576503811
bitСh,bitch,239926932102344704
bitСh,bitch,239926890926862336
bitСh,bitch,239926760903421953
bitСh,bitch,239926695191269376
bitСh,bitch,239926661108342784
bitСh,bitch,239926548214464512
bitСh,bitch,239926387941724160
bitСh,bitch,239925786080055296
bitСh,bitch,239925759274270721
bitСh,bitch,239925662524243969
bitСh,bitch,239925634485338112
bitСh,bitch,239925501580414976
bitСh,bitch,239925476469125121
bitСh,bitch,239925383221346304
bitСh,bitch,239925265826979840
bitСh,bitch,239925073815945216
bitСh,bitch,239924945503793154
bitСh,bitch,239924890558414848
bitСh,bitch,239924674996350979
bitСh,bitch,239924206765232128
bitСh,bitch,239924073226985472
bitСh,bitch,239924042910552064
bitСh,bitch,239923418961682432
bitСh,bitch,239923388343271424
bitСh,bitch,239923369263374336
bitСh,bitch,239923347264249857
bitСh,bitch,239922825190862848
bitСh,bitch,239922753443069952
bitСh,bitch,239922742688894976
bitСh,bitch,239922736359694336
bitСh,bitch,239922647482384385
bitСh,bitch,239922377457287170
bitСh,bitch,239922268459917312
bitСh,bitch,239922194514333696
bitСh,bitch,239921715063451648
bitСh,bitch,239921606258999297
bitСh,bitch,239921576341020672
bitСh,bitch,239921297075875840
bitСh,bitch,239921132256522241
bitСh,bitch,239921042737475586
bitСh,bitch,239920799207792641
bitСh,bitch,239920643800432640
bitСh,bitch,239920242921459712
bitСh,bitch,239920230837673985
bitСh,bitch,239919831581868033
bitСh,bitch,239919740611604480
bitСh,bitch,239919651931430912
bitСh,bitch,239919554703290368
bitСh,bitch,239919220496941057
bitСh,bitch,239918725854281728
bitСh,bitch,239918628953268224
bitСh,bitch,239918565942231040
bitСh,bitch,239918456890335232
bitСh,bitch,239917647179948034
bitСh,bitch,239917547946913793
bitСh,bitch,239917528548265984
bitСh,bitch,239917373338038272
bitСh,bitch,239917180907560960
bitСh,bitch,239917092009299968
bitСh,bitch,239917008249057280
bitСh,bitch,239916847472984065
bitСh,bitch,239916766766182400
bitСh,bitch,239916578043469826
bitСh,bitch,239915894992678913
bitСh,bitch,239915644584333312
bitСh,bitch,239915434332262402
bitСh,bitch,239915273346510849
bitСh,bitch,239914965564260352
bitСh,bitch,239914776854138880
bitСh,bitch,239914692921921536
bitСh,bitch,239914583173767168
bitСh,bitch,239914230743183360
bitСh,bitch,239913979303051265
bitСh,bitch,239913885166084098
bitСh,bitch,239913841130106880
bitСh,bitch,239913545926594561
bitСh,bitch,239913416624599040
bitСh,bitch,239913346273525760
bitСh,bitch,239912823357063168
bitСh,bitch,239912723641692161
bitСh,bitch,239912662090264576
bitСh,bitch,239912591705661440
bitСh,bitch,239912566988619776
bitСh,bitch,239912381331947520
bitСh,bitch,239911842791702529
bitСh,bitch,239911835665563648
bitСh,bitch,239910588568965120
bitСh,bitch,239910237975490560
bitСh,bitch,239909958391566336
bitСh,bitch,239909823288864769
bitСh,bitch,239909810265546752
bitСh,bitch,239909605487022081
bitСh,bitch,239909546112466945
bitСh,bitch,239909011435167744
bitСh,bitch,239908962739294210
bitСh,bitch,239908892077867009
bitСh,bitch,239908791578140672
bitСh,bitch,239908672703193088
bitСh,bitch,239908592520658944
bitСh,bitch,239908361083187200
bitСh,bitch,239908343798460416
bitСh,bitch,239908287963869184
bitСh,bitch,239908223744880641
bitСh,bitch,239908112562262017
bitСh,bitch,239907914507223040
bitСh,bitch,239907885344247809
bitСh,bitch,239907675654217728
bitСh,bitch,239907637100175361
bitСh,bitch,239907467641896961
bitСh,bitch,239907381658669057
bitСh,bitch,239907205267218432
bitСh,bitch,239907175701553152
bitСh,bitch,239906951776071680
bitСh,bitch,239906595125985283
bitСh,bitch,239906343010574336
bitСh,bitch,239905932941856768
bitСh,bitch,239905907474055168
bitСh,bitch,239905696085315585
bitСh,bitch,239904965173317632
bitСh,bitch,239904469435944960
bitСh,bitch,239904097422163968
bitСh,bitch,239904080317796353
bitСh,bitch,239903934997725184
bitСh,bitch,239903929842937858
bitСh,bitch,239903874746564609
bitСh,bitch,239903294640775168
bitСh,bitch,239903094983491584
bitСh,bitch,239903009314832385
bitСh,bitch,239902969292783616
bitСh,bitch,239902686571528192
bitСh,bitch,239902586851962880
bitСh,bitch,239902570531934209
bitСh,bitch,239902472624275456
bitСh,bitch,239902360346976256
bitСh,bitch,239902334552006656
bitСh,bitch,239902292726407169
bitСh,bitch,239901641418100737
bitСh,bitch,239901549021773824
bitСh,bitch,239901539555241984
bitСh,bitch,239901257165316096
bitСh,bitch,239901045743054848
bitСh,bitch,239900960850329600
bitСh,bitch,239900888536326145
bitСh,bitch,239900870697963520
bitСh,bitch,239900803542953984
bitСh,bitch,239900567072280576
bitСh,bitch,239900377074507776
bitСh,bitch,239899912400154627
bitСh,bitch,239899824412053504
bitСh,bitch,239899663145250816
bitСh,bitch,239899484748906498
bitСh,bitch,239899477538914304
bitСh,bitch,239899432861200384
bitСh,bitch,239899292054216704
bitСh,bitch,239899018568802304
bitСh,bitch,239898330212233216
bitСh,bitch,239897857740664832
bitСh,bitch,239897636474351616
bitСh,bitch,239897432253689857
bitСh,bitch,239896957294891008
bitСh,bitch,239896828089335808
bitСh,bitch,239896140550656000
bitСh,bitch,239895983541075970
bitСh,bitch,239895555210358784
bitСh,bitch,239894869290672128
bitСh,bitch,239894839922151425
bitСh,bitch,239894820741586944
bitСh,bitch,239894638125789185
bitСh,bitch,239894470445903874
bitСh,bitch,239894418679808002
bitСh,bitch,239894286869598209
bitСh,bitch,239894244536487937
bitСh,bitch,239894089984790530
bitСh,bitch,239893840780210176
bitСh,bitch,239893795011973120
bitСh,bitch,239893467671719937
bitСh,bitch,239893415003815936
bitСh,bitch,239893131426947072
bitСh,bitch,239893082512953345
bitСh,bitch,239893061981859841
bitСh,bitch,239892614336360448
bitСh,bitch,239891885693468672
bitСh,bitch,239891804999254016
bitСh,bitch,239891752461422592
bitСh,bitch,239891549465485313
bitСh,bitch,239891213908594688
bitСh,bitch,239891209508761602
bitСh,bitch,239891191049617408
bitСh,bitch,239890890817146880
bitСh,bitch,239890572490444800
bitСh,bitch,239889966287699968
bitСh,bitch,239889512971522048
bitСh,bitch,239889158678646784
bitСh,bitch,239888779832344577
bitСh,bitch,239888540480196609
bitСh,bitch,239888322049224705
bitСh,bitch,239888247587737600
bitСh,bitch,239887620207955968
bitСh,bitch,239887612146491392
bitСh,bitch,239887291995283457
bitСh,bitch,239887094246432768
bitСh,bitch,239886700107669504
bitСh,bitch,239886360402608128
bitСh,bitch,239886033670529024
bitСh,bitch,239886026879942656
bitСh,bitch,239885962635796480
bitСh,bitch,239885510863114241
bitСh,bitch,239885467871481856
bitСh,bitch,239885381598842880
bitСh,bitch,239885300527144961
bitСh,bitch,239884434533384192
bitСh,bitch,239884120551989248
bitСh,bitch,239883424909893632
bitСh,bitch,239883350884626432
bitСh,bitch,239883005215256576
bitСh,bitch,239882970993917952
bitСh,bitch,239882773211521024
bitСh,bitch,239882691384848384
bitСh,bitch,239882666030297089
bitСh,bitch,239882441404334081
bitСh,bitch,239882280045277184
bitСh,bitch,239882036821766144
bitСh,bitch,239881225941176320
bitСh,bitch,239881081170558977
bitСh,bitch,239880742203703297
bitСh,bitch,239880735383764994
bitСh,bitch,239880273578315777
bitСh,bitch,239880134298058755
bitСh,bitch,239879222213091328
bitСh,bitch,239879111588315140
bitСh,bitch,239878987063635969
bitСh,bitch,239878896395366400
bitСh,bitch,239878872353628162
bitСh,bitch,239878488994222080
bitСh,bitch,239878413777764352
bitСh,bitch,239878408539095040
bitСh,bitch,239877970561490944
bitСh,bitch,239877910750691328
bitСh,bitch,239877571104346112
bitСh,bitch,239877533569540097
bitСh,bitch,239876928536989696
bitСh,bitch,239876803529961473
bitСh,bitch,239876670927011840
bitСh,bitch,239876294685376512
bitСh,bitch,239875366573993985
bitСh,bitch,239874989099188224
bitСh,bitch,239874825269690368
bitСh,bitch,239874682415882240
bitСh,bitch,239874660706181120
bitСh,bitch,239874597594476544
bitСh,bitch,239874526584918016
bitСh,bitch,239874510495547392
bitСh,bitch,239874151849005056
bitСh,bitch,239874102888919040
bitСh,bitch,239874097952198656
bitСh,bitch,239873774361669634
bitСh,bitch,239873713582006272
bitСh,bitch,239873066778374144
bitСh,bitch,239872878072455168
bitСh,bitch,239872816244224000
bitСh,bitch,239872579547049984
bitСh,bitch,239872415021277185
bitСh,bitch,239871944210673665
bitСh,bitch,239871223851544577
bitСh,bitch,239871173335334912
bitСh,bitch,239870611646722049
bitСh,bitch,239870502024409089
bitСh,bitch,239869738535251968
bitСh,bitch,239869444367716352
bitСh,bitch,239869438608945152
bitСh,bitch,239869024077479937
bitСh,bitch,239868902698524673
bitСh,bitch,239868568139886594
bitСh,bitch,239868382000865280
bitСh,bitch,239868260533796865
bitСh,bitch,239868203000545282
bitСh,bitch,239866997108797441
bitСh,bitch,239866987583512577
bitСh,bitch,239866886395932672
bitСh,bitch,239866713196355584
bitСh,bitch,239866693097226241
bitСh,bitch,239866348497432576
bitСh,bitch,239865832174387200
bitСh,bitch,239865457618857984
bitСh,bitch,239864511098658816
bitСh,bitch,239864190297313280
bitСh,bitch,239864186627305472
bitСh,bitch,239864001905958913
bitСh,bitch,239863923560570880
bitСh,bitch,239863785580535809
bitСh,bitch,239863728319893504
bitСh,bitch,239863671231238144
bitСh,bitch,239863637622259714
bitСh,bitch,239863511906402304
bitСh,bitch,239863428074852352
bitСh,bitch,239862956060454913
bitСh,bitch,239862943175569408
bitСh,bitch,239862467604398080
bitСh,bitch,239861762801930241
bitСh,bitch,239861587685543938
bitСh,bitch,239861456911343617
bitСh,bitch,239861078543171584
bitСh,bitch,239860551411462144
bitСh,bitch,239860477180641281
bitСh,bitch,239860457614213120
bitСh,bitch,239860400496193537
bitСh,bitch,239860395832127489
bitСh,bitch,239860027643547649
bitСh,bitch,239860005048836096
bitСh,bitch,239859996983173120
bitСh,bitch,239859977093791744
bitСh,bitch,239859879462981632
bitСh,bitch,239859870847860738
bitСh,bitch,239859535899140096
bitСh,bitch,239859465388716032
bitСh,bitch,239859398476959744
bitСh,bitch,239859341975494657
bitСh,bitch,239859329279332352
bitСh,bitch,239859142582489088
bitСh,bitch,239858770073747456
bitСh,bitch,239858447850557440
bitСh,bitch,239858272025321472
bitСh,bitch,239858241805377537
bitСh,bitch,239858053283999745
bitСh,bitch,239857672596385793
bitСh,bitch,239857350381539329
bitСh,bitch,239856790223863808
bitСh,bitch,239856597638189059
bitСh,bitch,239856089519251456
bitСh,bitch,239855917921873920
bitСh,bitch,239855793267159040
bitСh,bitch,239855383794036736
bitСh,bitch,239855019250315264
bitСh,bitch,239855010299641857
bitСh,bitch,239854798592176128
bitСh,bitch,239854777717125120
bitСh,bitch,239854430969798656
bitСh,bitch,239854353589084161
bitСh,bitch,239854349919064064
bitСh,bitch,239854320873529345
bitСh,bitch,239854309418868736
bitСh,bitch,239853692113788928
bitСh,bitch,239853678117404672
bitСh,bitch,239853270049361922
bitСh,bitch,239853183801901056
bitСh,bitch,239853137425494016
bitСh,bitch,239853110539997184
bitСh,bitch,239853096434536448
bitСh,bitch,239853036237885440
bitСh,bitch,239852487031533568
bitСh,bitch,239852370580885504
bitСh,bitch,239852269066141697
bitСh,bitch,239851552947462144
bitСh,bitch,239851484857122816
bitСh,bitch,239851439273410560
bitСh,bitch,239851405601562624
bitСh,bitch,239851385305309184
bitСh,bitch,239851318393585664
bitСh,bitch,239850973185589250
bitСh,bitch,239850926972739584
bitСh,bitch,239850804868177923
bitСh,bitch,239850619920318464
bitСh,bitch,239850497161449473
bitСh,bitch,239850124950528000
bitСh,bitch,239850095393259521
bitСh,bitch,239850049050378240
bitСh,bitch,239850035586670593
bitСh,bitch,239849849900638208
bitСh,bitch,239849617557188608
bitСh,bitch,239849512934465536
bitСh,bitch,239849216929828864
bitСh,bitch,239848870778130432
bitСh,bitch,239848768252563456
bitСh,bitch,239848688246214657
bitСh,bitch,239848643706892288
bitСh,bitch,239848332992843776
bitСh,bitch,239848044995174400
bitСh,bitch,239847962535133184
bitСh,bitch,239847543134105600
bitСh,bitch,239847520602304512
bitСh,bitch,239847027519942656
bitСh,bitch,239846949174534146
bitСh,bitch,239846343135330305
bitСh,bitch,239846273564438529
bitСh,bitch,239846229218041857
bitСh,bitch,239845959125831680
bitСh,bitch,239845870852509696
bitСh,bitch,239845801587789824
bitСh,bitch,239845515855003648
bitСh,bitch,239845136346017793
bitСh,bitch,239844879889465344
bitСh,bitch,239844352883556352
bitСh,bitch,239844163552686080
bitСh,bitch,239844003166711808
bitСh,bitch,239843703420751872
bitСh,bitch,239843624949538816
bitСh,bitch,239843405251883008
bitСh,bitch,239843402550767616
bitСh,bitch,239842982524772352
bitСh,bitch,239842666119061504
bitСh,bitch,239842261549068289
bitСh,bitch,239842218477748224
bitСh,bitch,239842165314973696
bitСh,bitch,239842058687369216
bitСh,bitch,239841899895197696
bitСh,bitch,239841204517343232
bitСh,bitch,239840659274608640
bitСh,bitch,239840473831833600
bitСh,bitch,239840138732130304
bitСh,bitch,239839901103837184
bitСh,bitch,239839668152193024
bitСh,bitch,239839442301485056
bitСh,bitch,239839275041038337
bitСh,bitch,239838437023297536
bitСh,bitch,239838026652602368
bitСh,bitch,239837954904846336
bitСh,bitch,239837926316457984
bitСh,bitch,239837814127214593
bitСh,bitch,239837767285219328
bitСh,bitch,239837206494183424
bitСh,bitch,239836845037461504
bitСh,bitch,239835843697721344
bitСh,bitch,239835768535805952
bitСh,bitch,239835661178400768
bitСh,bitch,239835320743514113
bitСh,bitch,239835303773339648
bitСh,bitch,239835232671510529
bitСh,bitch,239834850125836289
bitСh,bitch,239834344313745408
bitСh,bitch,239834098305212417
bitСh,bitch,239833748277964800
bitСh,bitch,239833296928903168
bitСh,bitch,239833247750709251
bitСh,bitch,239832213963804672
bitСh,bitch,239832101036371968
bitСh,bitch,239831954621620224
bitСh,bitch,239831773427691520
bitСh,bitch,239831750640029697
bitСh,bitch,239831642896728064
bitСh,bitch,239831512139321344
bitСh,bitch,239831434968305664
bitСh,bitch,239831305922150400
bitСh,bitch,239830920901824512
bitСh,bitch,239830881727025153
bitСh,bitch,239830680643727360
bitСh,bitch,239830226836811778
bitСh,bitch,239830115054399489
bitСh,bitch,239829816579342336
bitСh,bitch,239829556146601984
bitСh,bitch,239828590697517058
bitСh,bitch,239828121665298434
bitСh,bitch,239827851728273408
bitСh,bitch,239827749903167488
bitСh,bitch,239827152860770305
bitСh,bitch,239827110594756609
bitСh,bitch,239826781761327104
bitСh,bitch,239826753101631489
bitСh,bitch,239826648378261504
bitСh,bitch,239826514160537601
bitСh,bitch,239826351773868032
bitСh,bitch,239825921278869504
bitСh,bitch,239825850424512512
bitСh,bitch,239825787732230146
bitСh,bitch,239825394243608576
bitСh,bitch,239825378955374592
bitСh,bitch,239825277172211712
bitСh,bitch,239825245710721025
bitСh,bitch,239825217617264640
bitСh,bitch,239825013937676288
bitСh,bitch,239824921780428800
bitСh,bitch,239824818046914561
bitСh,bitch,239824519278252033
bitСh,bitch,239824302965391360
bitСh,bitch,239824187898867714
bitСh,bitch,239823970927534080
bitСh,bitch,239823850551009281
bitСh,bitch,239823817231441921
bitСh,bitch,239823760801275904
bitСh,bitch,239823570090467328
bitСh,bitch,239823320529383424
bitСh,bitch,239823186215182336
bitСh,bitch,239822532469993472
bitСh,bitch,239821858101415936
bitСh,bitch,239821727423660033
bitСh,bitch,239821688987074560
bitСh,bitch,239821492832055296
bitСh,bitch,239820362655887360
bitСh,bitch,239820086293184514
bitСh,bitch,239819588144082945
bitСh,bitch,239819028846223360
bitСh,bitch,239818614188937216
bitСh,bitch,239818445091385345
bitСh,bitch,239818399503486977
bitСh,bitch,239818125405724672
bitСh,bitch,239817720521187329
bitСh,bitch,239817354308100096
bitСh,bitch,239817251040145409
bitСh,bitch,239817235261165568
bitСh,bitch,239817222250438656
bitСh,bitch,239816774781112320
bitСh,bitch,239816764672835586
bitСh,bitch,239816105206628353
bitСh,bitch,239816070125481984
bitСh,bitch,239815966073167872
bitСh,bitch,239815117724860416
bitСh,bitch,239814554631168001
bitСh,bitch,239814549899968512
bitСh,bitch,239814465930010624
bitСh,bitch,239814365988126720
bitСh,bitch,239814093131874305
bitСh,bitch,239813145072398336
bitСh,bitch,239813073488191489
bitСh,bitch,239812834391883776
bitСh,bitch,239812618993414144
bitСh,bitch,239812305771180032
bitСh,bitch,239812111713320960
